Edge_Index,TIE_Seconds,Bit,Bit_Prev_1,Bit_Prev_2,Bit_Prev_3,Bit_Prev_4,Bit_Prev_5
13765,2.0468210579580708e-10,0,0,1,1,1,0
13765,8.077921290799321e-11,0,0,1,1,1,0
13766,3.919828483546585e-12,1,0,0,1,1,1
13768,1.258818197811835e-10,0,1,1,0,0,1
13768,-3.8912249236750785e-11,0,1,1,0,0,1
13768,-1.784393607970562e-10,0,1,1,0,0,1
13769,-2.48930758530278e-10,1,0,1,1,0,0
13771,-4.436673133369036e-11,0,1,1,0,1,1
13773,2.2000329528384394e-10,0,0,0,1,1,0
13773,2.451228263693685e-11,0,0,0,1,1,0
13775,2.127141280548993e-10,1,0,0,0,0,1
13776,1.4732330956205933e-10,0,1,0,0,0,0
13777,2.164529580677853e-10,0,0,1,0,0,0
13777,8.707936076901242e-11,0,0,1,0,0,0
13778,-7.06174213332242e-11,1,0,0,1,0,0
13779,-9.073414389988789e-11,1,1,0,0,1,0
13779,-1.7313940958259835e-10,1,1,0,0,1,0
13780,-1.5233288114893628e-10,0,1,1,0,0,1
13781,-1.803436043674399e-10,1,0,1,1,0,0
13782,-2.931120737189322e-10,0,1,0,1,1,0
13783,-1.626844759909136e-10,1,0,1,0,1,1
13786,3.1013585110898005e-10,0,1,1,1,0,1
13787,2.0468220527686212e-10,0,0,1,1,1,0
13787,8.077931238904825e-11,0,0,1,1,1,0
13788,3.919927963754592e-12,1,0,0,1,1,1
13790,1.2588191926223855e-10,0,1,1,0,0,1
13790,-3.8912149755695746e-11,0,1,1,0,0,1
13790,-1.7843926131600115e-10,0,1,1,0,0,1
13791,-2.4893065904922297e-10,1,0,1,1,0,0
13793,-4.436663185305884e-11,0,1,1,0,1,1
13795,2.2000339476447546e-10,0,0,0,1,1,0
13795,2.451238211799189e-11,0,0,0,1,1,0
13797,2.1271422753553082e-10,1,0,0,0,0,1
13798,1.4732340904311437e-10,0,1,0,0,0,0
13799,2.1645305754884035e-10,0,0,1,0,0,0
13799,8.707946024964395e-11,0,0,1,0,0,0
13800,-7.061732185259268e-11,1,0,0,1,0,0
13801,-9.073404441925637e-11,1,1,0,0,1,0
13801,-1.731393101015433e-10,1,1,0,0,1,0
13802,-1.5233278166830476e-10,0,1,1,0,0,1
13803,-1.8034350488638485e-10,1,0,1,1,0,0
13804,-2.9311197423787714e-10,0,1,0,1,1,0
13805,-1.6268437650985856e-10,1,0,1,0,1,1
13808,3.101359505900351e-10,0,1,1,1,0,1
13809,2.0468230475707012e-10,0,0,1,1,1,0
13809,8.077941186967978e-11,0,0,1,1,1,0
13810,3.9200274448096314e-12,1,0,0,1,1,1
13812,1.258820187432936e-10,0,1,1,0,0,1
13812,-3.891205027506422e-11,0,1,1,0,0,1
13812,-1.7843916183536963e-10,0,1,1,0,0,1
13813,-2.4893055956859145e-10,1,0,1,1,0,0
13815,-4.43665323720038e-11,0,1,1,0,1,1
13817,2.200034942455305e-10,0,0,0,1,1,0
13817,2.4512481598199896e-11,0,0,0,1,1,0
13819,2.1271432701658585e-10,1,0,0,0,0,1
13820,1.4732350852332238e-10,0,1,0,0,0,0
13821,2.1645315702947187e-10,0,0,1,0,0,0
13821,8.707955973027547e-11,0,0,1,0,0,0
13822,-7.061722237153764e-11,1,0,0,1,0,0
13823,-9.073394493820133e-11,1,1,0,0,1,0
13823,-1.7313921062091178e-10,1,1,0,0,1,0
13824,-1.5233268218724972e-10,0,1,1,0,0,1
13825,-1.803434054053298e-10,1,0,1,1,0,0
13826,-2.931118747572456e-10,0,1,0,1,1,0
13827,-1.6268427702965056e-10,1,0,1,0,1,1
13830,3.101360500706666e-10,0,1,1,1,0,1
13831,2.0468240423812516e-10,0,0,1,1,1,0
13831,8.077951135073482e-11,0,0,1,1,1,0
13832,3.920126925864671e-12,1,0,0,1,1,1
13834,1.258821182239251e-10,0,1,1,0,0,1
13834,-3.891195079400918e-11,0,1,1,0,0,1
13834,-1.784390623543146e-10,0,1,1,0,0,1
13835,-2.489304600875364e-10,1,0,1,1,0,0
13837,-4.436643289137228e-11,0,1,1,0,1,1
13839,2.2000359372616202e-10,0,0,0,1,1,0
13839,2.4512581079254935e-11,0,0,0,1,1,0
13841,2.1271442649721738e-10,1,0,0,0,0,1
13842,1.4732360800437742e-10,0,1,0,0,0,0
13843,2.164532565105269e-10,0,0,1,0,0,0
13843,8.707965921133051e-11,0,0,1,0,0,0
13844,-7.061712289090612e-11,1,0,0,1,0,0
13845,-9.07338454575698e-11,1,1,0,0,1,0
13845,-1.7313911113985674e-10,1,1,0,0,1,0
13846,-1.523325827066182e-10,0,1,1,0,0,1
13847,-1.803433059251218e-10,1,0,1,1,0,0
13848,-2.9311177527619057e-10,0,1,0,1,1,0
13849,-1.6268417754859552e-10,1,0,1,0,1,1
13852,3.1013614955172166e-10,0,1,1,1,0,1
13853,2.046825037187567e-10,0,0,1,1,1,0
13853,8.077961083136634e-11,0,0,1,1,1,0
13854,3.920226406496194e-12,1,0,0,1,1,1
13856,1.2588221770498015e-10,0,1,1,0,0,1
13856,-3.891185131337766e-11,0,1,1,0,0,1
13856,-1.7843896287368307e-10,0,1,1,0,0,1
13857,-2.489303606069049e-10,1,0,1,1,0,0
13859,-4.4366333410740754e-11,0,1,1,0,1,1
13861,2.2000369320721706e-10,0,0,0,1,1,0
13861,2.451268055988646e-11,0,0,0,1,1,0
13863,2.1271452597827242e-10,1,0,0,0,0,1
13864,1.4732370748500894e-10,0,1,0,0,0,0
13865,2.1645335599158195e-10,0,0,1,0,0,0
13865,8.707975869196203e-11,0,0,1,0,0,0
13866,-7.06170234102746e-11,1,0,0,1,0,0
13867,-9.073374597651476e-11,1,1,0,0,1,0
13867,-1.7313901165922522e-10,1,1,0,0,1,0
13868,-1.5233248322556316e-10,0,1,1,0,0,1
13869,-1.8034320644406676e-10,1,0,1,1,0,0
13870,-2.9311167579513553e-10,0,1,0,1,1,0
13871,-1.62684078067964e-10,1,0,1,0,1,1
13874,3.101362490323532e-10,0,1,1,1,0,1
13875,2.0468260319981173e-10,0,0,1,1,1,0
13875,8.077971031242138e-11,0,0,1,1,1,0
13876,3.920325887551234e-12,1,0,0,1,1,1
13878,1.2588231718518816e-10,0,1,1,0,0,1
13878,-3.891175183232262e-11,0,1,1,0,0,1
13878,-1.7843886339305154e-10,0,1,1,0,0,1
13879,-2.4893026112584985e-10,1,0,1,1,0,0
13881,-4.4366233929685714e-11,0,1,1,0,1,1
13883,2.200037926882721e-10,0,0,0,1,1,0
13883,2.4512780040941498e-11,0,0,0,1,1,0
13885,2.1271462545890394e-10,1,0,0,0,0,1
13886,1.4732380696606398e-10,0,1,0,0,0,0
13887,2.1645345547178996e-10,0,0,1,0,0,0
13887,8.707985817301707e-11,0,0,1,0,0,0
13888,-7.061692392964307e-11,1,0,0,1,0,0
13889,-9.073364649545972e-11,1,1,0,0,1,0
13889,-1.731389121785937e-10,1,1,0,0,1,0
13890,-1.5233238374450812e-10,0,1,1,0,0,1
13891,-1.8034310696343524e-10,1,0,1,1,0,0
13892,-2.93111576314504e-10,0,1,0,1,1,0
13893,-1.6268397858690895e-10,1,0,1,0,1,1
13896,3.101363485134082e-10,0,1,1,1,0,1
13897,2.0468270268044325e-10,0,0,1,1,1,0
13897,8.077980979262939e-11,0,0,1,1,1,0
13898,3.920425368182757e-12,1,0,0,1,1,1
13900,1.258824166662432e-10,0,1,1,0,0,1
13900,-3.8911652351691097e-11,0,1,1,0,0,1
13900,-1.784387639119965e-10,0,1,1,0,0,1
13901,-2.489301616452183e-10,1,0,1,1,0,0
13903,-4.436613444905419e-11,0,1,1,0,1,1
13905,2.2000389216890363e-10,0,0,0,1,1,0
13905,2.451287952157302e-11,0,0,0,1,1,0
13907,2.1271472493953546e-10,1,0,0,0,0,1
13908,1.4732390644711902e-10,0,1,0,0,0,0
13909,2.16453554952845e-10,0,0,1,0,0,0
13909,8.707995765407211e-11,0,0,1,0,0,0
13910,-7.061682444858803e-11,1,0,0,1,0,0
13911,-9.07335470148282e-11,1,1,0,0,1,0
13911,-1.7313881269753866e-10,1,1,0,0,1,0
13912,-1.523322842638766e-10,0,1,1,0,0,1
13913,-1.803430074823802e-10,1,0,1,1,0,0
13914,-2.931114768338725e-10,0,1,0,1,1,0
13915,-1.626838791058539e-10,1,0,1,0,1,1
13918,3.1013644799403974e-10,0,1,1,1,0,1
13919,2.046828021614983e-10,0,0,1,1,1,0
13919,8.077990927368443e-11,0,0,1,1,1,0
13920,3.920524849237797e-12,1,0,0,1,1,1
13922,1.2588251614687472e-10,0,1,1,0,0,1
13922,-3.891155287063606e-11,0,1,1,0,0,1
13922,-1.7843866443136498e-10,0,1,1,0,0,1
13923,-2.489300621641633e-10,1,0,1,1,0,0
13925,-4.436603496799915e-11,0,1,1,0,1,1
13927,2.2000399164953515e-10,0,0,0,1,1,0
13927,2.451297900262806e-11,0,0,0,1,1,0
13929,2.127148244205905e-10,1,0,0,0,0,1
13930,1.4732400592775054e-10,0,1,0,0,0,0
13931,2.1645365443347652e-10,0,0,1,0,0,0
13931,8.708005713470363e-11,0,0,1,0,0,0
13932,-7.061672496753299e-11,1,0,0,1,0,0
13933,-9.073344753377316e-11,1,1,0,0,1,0
13933,-1.7313871321690714e-10,1,1,0,0,1,0
13934,-1.5233218478324507e-10,0,1,1,0,0,1
13935,-1.8034290800174868e-10,1,0,1,1,0,0
13936,-2.9311137735324096e-10,0,1,0,1,1,0
13937,-1.626837796252224e-10,1,0,1,0,1,1
13940,3.1013654747467127e-10,0,1,1,1,0,1
13941,2.0468290164255333e-10,0,0,1,1,1,0
13941,8.078000875473947e-11,0,0,1,1,1,0
13942,3.92062432986932e-12,1,0,0,1,1,1
13944,1.2588261562792976e-10,0,1,1,0,0,1
13944,-3.891145338958102e-11,0,1,1,0,0,1
13944,-1.7843856495030994e-10,0,1,1,0,0,1
13945,-2.4892996268353176e-10,1,0,1,1,0,0
13947,-4.436593548736763e-11,0,1,1,0,1,1
13949,2.2000409113016667e-10,0,0,0,1,1,0
13949,2.4513078483259585e-11,0,0,0,1,1,0
13951,2.1271492390122203e-10,1,0,0,0,0,1
13952,1.4732410540880558e-10,0,1,0,0,0,0
13953,2.1645375391453156e-10,0,0,1,0,0,0
13953,8.708015661575867e-11,0,0,1,0,0,0
13954,-7.061662548690147e-11,1,0,0,1,0,0
13955,-9.073334805356515e-11,1,1,0,0,1,0
13955,-1.731386137358521e-10,1,1,0,0,1,0
13956,-1.5233208530261355e-10,0,1,1,0,0,1
13957,-1.8034280852069364e-10,1,0,1,1,0,0
13958,-2.931112778721859e-10,0,1,0,1,1,0
13959,-1.6268368014416735e-10,1,0,1,0,1,1
13962,3.101366469557263e-10,0,1,1,1,0,1
13963,2.0468300112318485e-10,0,0,1,1,1,0
13963,8.078010823537099e-11,0,0,1,1,1,0
13964,3.9207238105008435e-12,1,0,0,1,1,1
13966,1.258827151089848e-10,0,1,1,0,0,1
13966,-3.891135390937301e-11,0,1,1,0,0,1
13966,-1.7843846546967842e-10,0,1,1,0,0,1
13967,-2.4892986320290024e-10,1,0,1,1,0,0
13969,-4.436583600631259e-11,0,1,1,0,1,1
13971,2.200041906112217e-10,0,0,0,1,1,0
13971,2.4513177964314624e-11,0,0,0,1,1,0
13973,2.1271502338227707e-10,1,0,0,0,0,1
13974,1.473242048894371e-10,0,1,0,0,0,0
13975,2.1645385339516308e-10,0,0,1,0,0,0
13975,8.708025609596668e-11,0,0,1,0,0,0
13976,-7.061652600584643e-11,1,0,0,1,0,0
13977,-9.073324857251011e-11,1,1,0,0,1,0
13977,-1.7313851425522057e-10,1,1,0,0,1,0
13978,-1.523319858215585e-10,0,1,1,0,0,1
13979,-1.803427090396386e-10,1,0,1,1,0,0
13980,-2.931111783915544e-10,0,1,0,1,1,0
13981,-1.6268358066353583e-10,1,0,1,0,1,1
13984,3.1013674643635783e-10,0,1,1,1,0,1
13985,2.0468310060381638e-10,0,0,1,1,1,0
13985,8.078020771642603e-11,0,0,1,1,1,0
13986,3.920823291555883e-12,1,0,0,1,1,1
13988,1.2588281458961632e-10,0,1,1,0,0,1
13988,-3.891125442831797e-11,0,1,1,0,0,1
13988,-1.7843836598862338e-10,0,1,1,0,0,1
13989,-2.489297637218452e-10,1,0,1,1,0,0
13991,-4.436573652525755e-11,0,1,1,0,1,1
13993,2.2000429009185323e-10,0,0,0,1,1,0
13993,2.4513277445369664e-11,0,0,0,1,1,0
13995,2.127151228629086e-10,1,0,0,0,0,1
13996,1.4732430437006863e-10,0,1,0,0,0,0
13997,2.1645395287621812e-10,0,0,1,0,0,0
13997,8.708035557702172e-11,0,0,1,0,0,0
13998,-7.061642652521491e-11,1,0,0,1,0,0
13999,-9.073314909187859e-11,1,1,0,0,1,0
13999,-1.7313841477416553e-10,1,1,0,0,1,0
14000,-1.5233188634092698e-10,0,1,1,0,0,1
14001,-1.8034260955900708e-10,1,0,1,1,0,0
14002,-2.9311107891049936e-10,0,1,0,1,1,0
14003,-1.626834811829043e-10,1,0,1,0,1,1
14006,3.1013684591741287e-10,0,1,1,1,0,1
14007,2.046832000844479e-10,0,0,1,1,1,0
14007,8.078030719705755e-11,0,0,1,1,1,0
14008,3.920922772187406e-12,1,0,0,1,1,1
14010,1.2588291407067136e-10,0,1,1,0,0,1
14010,-3.891115494768645e-11,0,1,1,0,0,1
14010,-1.7843826650756834e-10,0,1,1,0,0,1
14011,-2.4892966424121367e-10,1,0,1,1,0,0
14013,-4.436563704504954e-11,0,1,1,0,1,1
14015,2.2000438957290827e-10,0,0,0,1,1,0
14015,2.451337692557767e-11,0,0,0,1,1,0
14017,2.1271522234396363e-10,1,0,0,0,0,1
14018,1.4732440385070015e-10,0,1,0,0,0,0
14019,2.1645405235727316e-10,0,0,1,0,0,0
14019,8.708045505765324e-11,0,0,1,0,0,0
14020,-7.061632704415987e-11,1,0,0,1,0,0
14021,-9.073304961082355e-11,1,1,0,0,1,0
14021,-1.731383152931105e-10,1,1,0,0,1,0
14022,-1.5233178685987194e-10,0,1,1,0,0,1
14023,-1.8034251007837555e-10,1,0,1,1,0,0
14024,-2.931109794294443e-10,0,1,0,1,1,0
14025,-1.6268338170227278e-10,1,0,1,0,1,1
14028,3.101369453980444e-10,0,1,1,1,0,1
14029,2.0468329956550294e-10,0,0,1,1,1,0
14029,8.078040667811259e-11,0,0,1,1,1,0
14030,3.921022253242446e-12,1,0,0,1,1,1
14032,1.2588301355130289e-10,0,1,1,0,0,1
14032,-3.891105546663141e-11,0,1,1,0,0,1
14032,-1.7843816702736033e-10,0,1,1,0,0,1
14033,-2.4892956476015863e-10,1,0,1,1,0,0
14035,-4.43655375639945e-11,0,1,1,0,1,1
14037,2.2000448905396331e-10,0,0,0,1,1,0
14037,2.451347640663271e-11,0,0,0,1,1,0
14039,2.1271532182459515e-10,1,0,0,0,0,1
14040,1.473245033317552e-10,0,1,0,0,0,0
14041,2.1645415183790468e-10,0,0,1,0,0,0
14041,8.708055453870828e-11,0,0,1,0,0,0
14042,-7.061622756352834e-11,1,0,0,1,0,0
14043,-9.073295012976851e-11,1,1,0,0,1,0
14043,-1.7313821581290249e-10,1,1,0,0,1,0
14044,-1.523316873788169e-10,0,1,1,0,0,1
14045,-1.8034241059774403e-10,1,0,1,1,0,0
14046,-2.931108799488128e-10,0,1,0,1,1,0
14047,-1.6268328222121774e-10,1,0,1,0,1,1
14050,3.1013704487909943e-10,0,1,1,1,0,1
14051,2.0468339904613446e-10,0,0,1,1,1,0
14051,8.078050615874411e-11,0,0,1,1,1,0
14052,3.921121733873969e-12,1,0,0,1,1,1
14054,1.258831130319344e-10,0,1,1,0,0,1
14054,-3.8910955985999885e-11,0,1,1,0,0,1
14054,-1.784380675463053e-10,0,1,1,0,0,1
14055,-2.489294652795271e-10,1,0,1,1,0,0
14057,-4.436543808336298e-11,0,1,1,0,1,1
14059,2.2000458853459484e-10,0,0,0,1,1,0
14059,2.4513575887264234e-11,0,0,0,1,1,0
14061,2.127154213056502e-10,1,0,0,0,0,1
14062,1.4732460281281023e-10,0,1,0,0,0,0
14063,2.164542513185362e-10,0,0,1,0,0,0
14063,8.708065401976332e-11,0,0,1,0,0,0
14064,-7.061612808289682e-11,1,0,0,1,0,0
14065,-9.073285064913699e-11,1,1,0,0,1,0
14065,-1.7313811633184745e-10,1,1,0,0,1,0
14066,-1.5233158789818538e-10,0,1,1,0,0,1
14067,-1.80342311116689e-10,1,0,1,1,0,0
14068,-2.9311078046775776e-10,0,1,0,1,1,0
14069,-1.626831827401627e-10,1,0,1,0,1,1
14072,3.1013714436015447e-10,0,1,1,1,0,1
14073,2.046834985271895e-10,0,0,1,1,1,0
14073,8.078060563937564e-11,0,0,1,1,1,0
14074,3.921221214929009e-12,1,0,0,1,1,1
14076,1.2588321251256593e-10,0,1,1,0,0,1
14076,-3.8910856504944845e-11,0,1,1,0,0,1
14076,-1.7843796806567377e-10,0,1,1,0,0,1
14077,-2.4892936579847207e-10,1,0,1,1,0,0
14079,-4.436533860230794e-11,0,1,1,0,1,1
14081,2.2000468801564988e-10,0,0,0,1,1,0
14081,2.4513675368319273e-11,0,0,0,1,1,0
14083,2.1271552078628172e-10,1,0,0,0,0,1
14084,1.4732470229344176e-10,0,1,0,0,0,0
14085,2.1645435079916773e-10,0,0,1,0,0,0
14085,8.708075350039485e-11,0,0,1,0,0,0
14086,-7.06160286022653e-11,1,0,0,1,0,0
14087,-9.073275116808195e-11,1,1,0,0,1,0
14087,-1.7313801685121592e-10,1,1,0,0,1,0
14088,-1.5233148841713034e-10,0,1,1,0,0,1
14089,-1.8034221163605747e-10,1,0,1,1,0,0
14090,-2.9311068098712623e-10,0,1,0,1,1,0
14091,-1.6268308325953118e-10,1,0,1,0,1,1
14094,3.101372438403625e-10,0,1,1,1,0,1
14095,2.0468359800824454e-10,0,0,1,1,1,0
14095,8.078070512043068e-11,0,0,1,1,1,0
14096,3.921320695560532e-12,1,0,0,1,1,1
14098,1.2588331199362097e-10,0,1,1,0,0,1
14098,-3.8910757023889805e-11,0,1,1,0,0,1
14098,-1.7843786858461873e-10,0,1,1,0,0,1
14099,-2.4892926631741703e-10,1,0,1,1,0,0
14101,-4.4365239121676416e-11,0,1,1,0,1,1
14103,2.2000478749585788e-10,0,0,0,1,1,0
14103,2.4513774848950797e-11,0,0,0,1,1,0
14105,2.1271562026691324e-10,1,0,0,0,0,1
14106,1.473248017744968e-10,0,1,0,0,0,0
14107,2.1645445028022277e-10,0,0,1,0,0,0
14107,8.708085298144989e-11,0,0,1,0,0,0
14108,-7.061592912121026e-11,1,0,0,1,0,0
14109,-9.073265168745042e-11,1,1,0,0,1,0
14109,-1.7313791737016088e-10,1,1,0,0,1,0
14110,-1.5233138893692233e-10,0,1,1,0,0,1
14111,-1.8034211215500243e-10,1,0,1,1,0,0
14112,-2.931105815064947e-10,0,1,0,1,1,0
14113,-1.6268298377847614e-10,1,0,1,0,1,1
14116,3.101373433214175e-10,0,1,1,1,0,1
14117,2.0468369748887607e-10,0,0,1,1,1,0
14117,8.07808046010622e-11,0,0,1,1,1,0
14118,3.921420176615572e-12,1,0,0,1,1,1
14120,1.258834114742525e-10,0,1,1,0,0,1
14120,-3.891065754325828e-11,0,1,1,0,0,1
14120,-1.784377691039872e-10,0,1,1,0,0,1
14121,-2.48929166837209e-10,1,0,1,1,0,0
14123,-4.4365139640621376e-11,0,1,1,0,1,1
14125,2.2000488697691292e-10,0,0,0,1,1,0
14125,2.4513874330005836e-11,0,0,0,1,1,0
14127,2.1271571974796828e-10,1,0,0,0,0,1
14128,1.4732490125512832e-10,0,1,0,0,0,0
14129,2.164545497608543e-10,0,0,1,0,0,0
14129,8.708095246208141e-11,0,0,1,0,0,0
14130,-7.061582964015522e-11,1,0,0,1,0,0
14131,-9.07325522068189e-11,1,1,0,0,1,0
14131,-1.7313781788952936e-10,1,1,0,0,1,0
14132,-1.523312894558673e-10,0,1,1,0,0,1
14133,-1.803420126739474e-10,1,0,1,1,0,0
14134,-2.931104820258632e-10,0,1,0,1,1,0
14135,-1.6268288429784461e-10,1,0,1,0,1,1
14138,3.1013744280204904e-10,0,1,1,1,0,1
14139,2.046837969699311e-10,0,0,1,1,1,0
14139,8.078090408211724e-11,0,0,1,1,1,0
14140,3.921519657670612e-12,1,0,0,1,1,1
14142,1.2588351095530753e-10,0,1,1,0,0,1
14142,-3.891055806262676e-11,0,1,1,0,0,1
14142,-1.7843766962293217e-10,0,1,1,0,0,1
14143,-2.48929067356154e-10,1,0,1,1,0,0
14145,-4.4365040159566336e-11,0,1,1,0,1,1
14147,2.2000498645754445e-10,0,0,0,1,1,0
14147,2.4513973811060876e-11,0,0,0,1,1,0
14149,2.127158192285998e-10,1,0,0,0,0,1
14150,1.4732500073618336e-10,0,1,0,0,0,0
14151,2.1645464924190933e-10,0,0,1,0,0,0
14151,8.708105194271293e-11,0,0,1,0,0,0
14152,-7.06157301595237e-11,1,0,0,1,0,0
14153,-9.073245272618738e-11,1,1,0,0,1,0
14153,-1.7313771840847432e-10,1,1,0,0,1,0
14154,-1.5233118997523577e-10,0,1,1,0,0,1
14155,-1.8034191319331586e-10,1,0,1,1,0,0
14156,-2.9311038254480815e-10,0,1,0,1,1,0
14157,-1.6268278481678957e-10,1,0,1,0,1,1
14160,3.101375422831041e-10,0,1,1,1,0,1
14161,2.046838964501391e-10,0,0,1,1,1,0
14161,8.078100356274876e-11,0,0,1,1,1,0
14162,3.9216191378786184e-12,1,0,0,1,1,1
14164,1.2588361043636257e-10,0,1,1,0,0,1
14164,-3.8910458581995236e-11,0,1,1,0,0,1
14164,-1.7843757014187713e-10,0,1,1,0,0,1
14165,-2.4892896787552246e-10,1,0,1,1,0,0
14167,-4.436494067893481e-11,0,1,1,0,1,1
14169,2.2000508593859949e-10,0,0,0,1,1,0
14169,2.45140732916924e-11,0,0,0,1,1,0
14171,2.1271591870965484e-10,1,0,0,0,0,1
14172,1.4732510021639136e-10,0,1,0,0,0,0
14173,2.1645474872254086e-10,0,0,1,0,0,0
14173,8.708115142334446e-11,0,0,1,0,0,0
14174,-7.061563067846866e-11,1,0,0,1,0,0
14175,-9.073235324513234e-11,1,1,0,0,1,0
14175,-1.7313761892741928e-10,1,1,0,0,1,0
14176,-1.5233109049418073e-10,0,1,1,0,0,1
14177,-1.8034181371226082e-10,1,0,1,1,0,0
14178,-2.931102830637531e-10,0,1,0,1,1,0
14179,-1.6268268533658157e-10,1,0,1,0,1,1
14182,3.101376417637356e-10,0,1,1,1,0,1
14183,2.0468399593119415e-10,0,0,1,1,1,0
14183,8.07811030438038e-11,0,0,1,1,1,0
14184,3.921718618933658e-12,1,0,0,1,1,1
14186,1.258837099169941e-10,0,1,1,0,0,1
14186,-3.8910359100940196e-11,0,1,1,0,0,1
14186,-1.784374706612456e-10,0,1,1,0,0,1
14187,-2.489288683944674e-10,1,0,1,1,0,0
14189,-4.4364841197879773e-11,0,1,1,0,1,1
14191,2.2000518541965453e-10,0,0,0,1,1,0
14191,2.4514172772323922e-11,0,0,0,1,1,0
14193,2.1271601819028637e-10,1,0,0,0,0,1
14194,1.473251996974464e-10,0,1,0,0,0,0
14195,2.164548482035959e-10,0,0,1,0,0,0
14195,8.70812509043995e-11,0,0,1,0,0,0
14196,-7.061553119783713e-11,1,0,0,1,0,0
14197,-9.07322537640773e-11,1,1,0,0,1,0
14197,-1.7313751944678776e-10,1,1,0,0,1,0
14198,-1.523309910131257e-10,0,1,1,0,0,1
14199,-1.8034171423205282e-10,1,0,1,1,0,0
14200,-2.931101835831216e-10,0,1,0,1,1,0
14201,-1.6268258585552653e-10,1,0,1,0,1,1
14204,3.1013774124479064e-10,0,1,1,1,0,1
14205,2.0468409541182567e-10,0,0,1,1,1,0
14205,8.078120252443533e-11,0,0,1,1,1,0
14206,3.921818099565181e-12,1,0,0,1,1,1
14208,1.2588380939804914e-10,0,1,1,0,0,1
14208,-3.891025962030867e-11,0,1,1,0,0,1
14208,-1.7843737118061408e-10,0,1,1,0,0,1
14209,-2.489287689138359e-10,1,0,1,1,0,0
14211,-4.4364741717671767e-11,0,1,1,0,1,1
14213,2.2000528490028605e-10,0,0,0,1,1,0
14213,2.4514272252955446e-11,0,0,0,1,1,0
14215,2.127161176713414e-10,1,0,0,0,0,1
14216,1.4732529917850144e-10,0,1,0,0,0,0
14217,2.1645494768465094e-10,0,0,1,0,0,0
14217,8.708135038503102e-11,0,0,1,0,0,0
14218,-7.061543171678209e-11,1,0,0,1,0,0
14219,-9.073215428344578e-11,1,1,0,0,1,0
14219,-1.7313741996615623e-10,1,1,0,0,1,0
14220,-1.5233089153249417e-10,0,1,1,0,0,1
14221,-1.8034161475099778e-10,1,0,1,1,0,0
14222,-2.9311008410206655e-10,0,1,0,1,1,0
14223,-1.626824863744715e-10,1,0,1,0,1,1
14226,3.101378407258457e-10,0,1,1,1,0,1
14227,2.0468419489288071e-10,0,0,1,1,1,0
14227,8.078130200549037e-11,0,0,1,1,1,0
14228,3.921917580620221e-12,1,0,0,1,1,1
14230,1.2588390887825714e-10,0,1,1,0,0,1
14230,-3.891016013925363e-11,0,1,1,0,0,1
14230,-1.7843727169998256e-10,0,1,1,0,0,1
14231,-2.4892866943278086e-10,1,0,1,1,0,0
14233,-4.436464223661673e-11,0,1,1,0,1,1
14235,2.200053843813411e-10,0,0,0,1,1,0
14235,2.4514371734010485e-11,0,0,0,1,1,0
14237,2.1271621715197293e-10,1,0,0,0,0,1
14238,1.4732539865913297e-10,0,1,0,0,0,0
14239,2.1645504716528246e-10,0,0,1,0,0,0
14239,8.708144986608606e-11,0,0,1,0,0,0
14240,-7.061533223657409e-11,1,0,0,1,0,0
14241,-9.073205480239074e-11,1,1,0,0,1,0
14241,-1.731373204855247e-10,1,1,0,0,1,0
14242,-1.5233079205143913e-10,0,1,1,0,0,1
14243,-1.8034151527036625e-10,1,0,1,1,0,0
14244,-2.93109984621435e-10,0,1,0,1,1,0
14245,-1.6268238689383997e-10,1,0,1,0,1,1
14248,3.101379402064772e-10,0,1,1,1,0,1
14249,2.0468429437351224e-10,0,0,1,1,1,0
14249,8.078140148612189e-11,0,0,1,1,1,0
14250,3.922017061251744e-12,1,0,0,1,1,1
14252,1.2588400835931218e-10,0,1,1,0,0,1
14252,-3.8910060658198593e-11,0,1,1,0,0,1
14252,-1.7843717221892752e-10,0,1,1,0,0,1
14253,-2.489285699517258e-10,1,0,1,1,0,0
14255,-4.4364542755985204e-11,0,1,1,0,1,1
14257,2.200054838619726e-10,0,0,0,1,1,0
14257,2.451447121464201e-11,0,0,0,1,1,0
14259,2.1271631663260445e-10,1,0,0,0,0,1
14260,1.47325498140188e-10,0,1,0,0,0,0
14261,2.1645514664591398e-10,0,0,1,0,0,0
14261,8.70815493471411e-11,0,0,1,0,0,0
14262,-7.061523275551905e-11,1,0,0,1,0,0
14263,-9.073195532175921e-11,1,1,0,0,1,0
14263,-1.7313722100446967e-10,1,1,0,0,1,0
14264,-1.523306925708076e-10,0,1,1,0,0,1
14265,-1.8034141578931121e-10,1,0,1,1,0,0
14266,-2.9310988514038e-10,0,1,0,1,1,0
14267,-1.6268228741278493e-10,1,0,1,0,1,1
14270,3.1013803968710873e-10,0,1,1,1,0,1
14271,2.0468439385456728e-10,0,0,1,1,1,0
14271,8.078150096675341e-11,0,0,1,1,1,0
14272,3.922116542306784e-12,1,0,0,1,1,1
14274,1.258841078399437e-10,0,1,1,0,0,1
14274,-3.890996117756707e-11,0,1,1,0,0,1
14274,-1.78437072738296e-10,0,1,1,0,0,1
14275,-2.489284704710943e-10,1,0,1,1,0,0
14277,-4.4364443274930164e-11,0,1,1,0,1,1
14279,2.2000558334260414e-10,0,0,0,1,1,0
14279,2.4514570695697048e-11,0,0,0,1,1,0
