Edge_Index,TIE_Seconds,Bit,Bit_Prev_1,Bit_Prev_2,Bit_Prev_3,Bit_Prev_4,Bit_Prev_5
5785,-4.4402842871542964e-11,0,1,1,0,1,1
5787,2.1996718374641485e-10,0,0,0,1,1,0
5787,2.4476171099296007e-11,0,0,0,1,1,0
5789,2.1267801651725845e-10,1,0,0,0,0,1
5790,1.4728719802420673e-10,0,1,0,0,0,0
5791,2.1641684653035622e-10,0,0,1,0,0,0
5791,8.704324923158334e-11,0,0,1,0,0,0
5792,-7.065353287086505e-11,1,0,0,1,0,0
5793,-9.077025543752873e-11,1,1,0,0,1,0
5793,-1.731755211202392e-10,1,1,0,0,1,0
5794,-1.5236899268657712e-10,0,1,1,0,0,1
5795,-1.8037971590465722e-10,1,0,1,1,0,0
5796,-2.9314818525636126e-10,0,1,0,1,1,0
5797,-1.6272058752855444e-10,1,0,1,0,1,1
5800,3.1009973957155097e-10,0,1,1,1,0,1
5801,2.0464609373879776e-10,0,0,1,1,1,0
5801,8.074320085140741e-11,0,0,1,1,1,0
5802,3.883816426960782e-12,1,0,0,1,1,1
5804,1.2584580772502122e-10,0,1,1,0,0,1
5804,-3.894826129312483e-11,0,1,1,0,0,1
5804,-1.7847537285321848e-10,0,1,1,0,0,1
5805,-2.489667705868638e-10,1,0,1,1,0,0
5807,-4.440274339091144e-11,0,1,1,0,1,1
5809,2.1996728322704638e-10,0,0,0,1,1,0
5809,2.4476270580139288e-11,0,0,0,1,1,0
5811,2.1267811599810173e-10,1,0,0,0,0,1
5812,1.4728729750505e-10,0,1,0,0,0,0
5813,2.164169460111995e-10,0,0,1,0,0,0
5813,8.704334871242662e-11,0,0,1,0,0,0
5814,-7.065343339002177e-11,1,0,0,1,0,0
5815,-9.077015595668545e-11,1,1,0,0,1,0
5815,-1.7317542163960767e-10,1,1,0,0,1,0
5816,-1.523688932059456e-10,0,1,1,0,0,1
5817,-1.803796164240257e-10,1,0,1,1,0,0
5818,-2.93148085775518e-10,0,1,0,1,1,0
5819,-1.6272048804771116e-10,1,0,1,0,1,1
5822,3.1009983905239425e-10,0,1,1,1,0,1
5823,2.0464619321964104e-10,0,0,1,1,1,0
5823,8.074330033225069e-11,0,0,1,1,1,0
5824,3.883915907804064e-12,1,0,0,1,1,1
5826,1.258459072058645e-10,0,1,1,0,0,1
5826,-3.894816181249331e-11,0,1,1,0,0,1
5826,-1.7847527337258696e-10,0,1,1,0,0,1
5827,-2.4896667110602053e-10,1,0,1,1,0,0
5829,-4.440264391006816e-11,0,1,1,0,1,1
5831,2.1996738270810142e-10,0,0,0,1,1,0
5831,2.447637006098257e-11,0,0,0,1,1,0
5833,2.12678215478945e-10,1,0,0,0,0,1
5834,1.472873969858933e-10,0,1,0,0,0,0
5835,2.1641704549225454e-10,0,0,1,0,0,0
5835,8.704344819348166e-11,0,0,1,0,0,0
5836,-7.065333390939024e-11,1,0,0,1,0,0
5837,-9.077005647605393e-11,1,1,0,0,1,0
5837,-1.7317532215876438e-10,1,1,0,0,1,0
5838,-1.5236879372510232e-10,0,1,1,0,0,1
5839,-1.803795169431824e-10,1,0,1,1,0,0
5840,-2.9314798629446294e-10,0,1,0,1,1,0
5841,-1.6272038856686788e-10,1,0,1,0,1,1
5844,3.1009993853323753e-10,0,1,1,1,0,1
5845,2.0464629270048432e-10,0,0,1,1,1,0
5845,8.074339981309397e-11,0,0,1,1,1,0
5846,3.884015388435587e-12,1,0,0,1,1,1
5848,1.2584600668649603e-10,0,1,1,0,0,1
5848,-3.8948062331650025e-11,0,1,1,0,0,1
5848,-1.7847517389174367e-10,0,1,1,0,0,1
5849,-2.4896657162517725e-10,1,0,1,1,0,0
5851,-4.440254442901312e-11,0,1,1,0,1,1
5853,2.199674821889447e-10,0,0,0,1,1,0
5853,2.447646954182585e-11,0,0,0,1,1,0
5855,2.126783149597883e-10,1,0,0,0,0,1
5856,1.4728749646652482e-10,0,1,0,0,0,0
5857,2.1641714497288607e-10,0,0,1,0,0,0
5857,8.704354767411318e-11,0,0,1,0,0,0
5858,-7.065323442854696e-11,1,0,0,1,0,0
5859,-9.076995699521065e-11,1,1,0,0,1,0
5859,-1.731752226779211e-10,1,1,0,0,1,0
5860,-1.5236869424425904e-10,0,1,1,0,0,1
5861,-1.8037941746233913e-10,1,0,1,1,0,0
5862,-2.9314788681361966e-10,0,1,0,1,1,0
5863,-1.627202890860246e-10,1,0,1,0,1,1
5866,3.101000380140808e-10,0,1,1,1,0,1
5867,2.0464639218111585e-10,0,0,1,1,1,0
5867,8.07434992937255e-11,0,0,1,1,1,0
5868,3.884114869278868e-12,1,0,0,1,1,1
5870,1.258461061673393e-10,0,1,1,0,0,1
5870,-3.8947962850806744e-11,0,1,1,0,0,1
5870,-1.784750744109004e-10,0,1,1,0,0,1
5871,-2.4896647214433397e-10,1,0,1,1,0,0
5873,-4.440244494816984e-11,0,1,1,0,1,1
5875,2.1996758166978798e-10,0,0,0,1,1,0
5875,2.4476569022457374e-11,0,0,0,1,1,0
5877,2.1267841444041982e-10,1,0,0,0,0,1
5878,1.472875959473681e-10,0,1,0,0,0,0
5879,2.1641724445372935e-10,0,0,1,0,0,0
5879,8.704364715495646e-11,0,0,1,0,0,0
5880,-7.065313494770368e-11,1,0,0,1,0,0
5881,-9.076985751436736e-11,1,1,0,0,1,0
5881,-1.7317512319686606e-10,1,1,0,0,1,0
5882,-1.5236859476341576e-10,0,1,1,0,0,1
5883,-1.8037931798149585e-10,1,0,1,1,0,0
5884,-2.9314778733298813e-10,0,1,0,1,1,0
5885,-1.6272018960518132e-10,1,0,1,0,1,1
5888,3.101001374949241e-10,0,1,1,1,0,1
5889,2.0464649166195913e-10,0,0,1,1,1,0
5889,8.074359877478054e-11,0,0,1,1,1,0
5890,3.884214350333908e-12,1,0,0,1,1,1
5892,1.2584620564839435e-10,0,1,1,0,0,1
5892,-3.8947863369751704e-11,0,1,1,0,0,1
5892,-1.784749749300571e-10,0,1,1,0,0,1
5893,-2.489663726634907e-10,1,0,1,1,0,0
5895,-4.4402345467538315e-11,0,1,1,0,1,1
5897,2.199676811504195e-10,0,0,0,1,1,0
5897,2.4476668503300656e-11,0,0,0,1,1,0
5899,2.1267851392147486e-10,1,0,0,0,0,1
5900,1.4728769542821138e-10,0,1,0,0,0,0
5901,2.1641734393457263e-10,0,0,1,0,0,0
5901,8.704374663579975e-11,0,0,1,0,0,0
5902,-7.06530354668604e-11,1,0,0,1,0,0
5903,-9.076975803331232e-11,1,1,0,0,1,0
5903,-1.7317502371623454e-10,1,1,0,0,1,0
5904,-1.5236849528257247e-10,0,1,1,0,0,1
5905,-1.8037921850086433e-10,1,0,1,1,0,0
5906,-2.9314768785214485e-10,0,1,0,1,1,0
5907,-1.6272009012433804e-10,1,0,1,0,1,1
5910,3.101002369757674e-10,0,1,1,1,0,1
5911,2.046465911428024e-10,0,0,1,1,1,0
5911,8.074369825562382e-11,0,0,1,1,1,0
5912,3.8843138311771896e-12,1,0,0,1,1,1
5914,1.2584630512923763e-10,0,1,1,0,0,1
5914,-3.894776388912018e-11,0,1,1,0,0,1
5914,-1.784748754494256e-10,0,1,1,0,0,1
5915,-2.489662731826474e-10,1,0,1,1,0,0
5917,-4.440224598669503e-11,0,1,1,0,1,1
5919,2.1996778063126278e-10,0,0,0,1,1,0
5919,2.4476767984143937e-11,0,0,0,1,1,0
5921,2.1267861340231814e-10,1,0,0,0,0,1
5922,1.4728779490926642e-10,0,1,0,0,0,0
5923,2.164174434154159e-10,0,0,1,0,0,0
5923,8.704384611664303e-11,0,0,1,0,0,0
5924,-7.065293598601712e-11,1,0,0,1,0,0
5925,-9.07696585526808e-11,1,1,0,0,1,0
5925,-1.7317492423539126e-10,1,1,0,0,1,0
5926,-1.523683958017292e-10,0,1,1,0,0,1
5927,-1.8037911902002104e-10,1,0,1,1,0,0
5928,-2.9314758837130157e-10,0,1,0,1,1,0
5929,-1.6271999064349476e-10,1,0,1,0,1,1
5932,3.1010033645661066e-10,0,1,1,1,0,1
5933,2.046466906236457e-10,0,0,1,1,1,0
5933,8.07437977364671e-11,0,0,1,1,1,0
5934,3.884413311808713e-12,1,0,0,1,1,1
5936,1.2584640460986915e-10,0,1,1,0,0,1
5936,-3.89476644082769e-11,0,1,1,0,0,1
5936,-1.7847477596837055e-10,0,1,1,0,0,1
5937,-2.489661737018041e-10,1,0,1,1,0,0
5939,-4.440214650585175e-11,0,1,1,0,1,1
5941,2.1996788011210606e-10,0,0,0,1,1,0
5941,2.4476867465198977e-11,0,0,0,1,1,0
5943,2.1267871288316142e-10,1,0,0,0,0,1
5944,1.472878943901097e-10,0,1,0,0,0,0
5945,2.1641754289604743e-10,0,0,1,0,0,0
5945,8.704394559727455e-11,0,0,1,0,0,0
5946,-7.065283650517384e-11,1,0,0,1,0,0
5947,-9.076955907183752e-11,1,1,0,0,1,0
5947,-1.7317482475454798e-10,1,1,0,0,1,0
5948,-1.523682963208859e-10,0,1,1,0,0,1
5949,-1.80379019538966e-10,1,0,1,1,0,0
5950,-2.931474888904583e-10,0,1,0,1,1,0
5951,-1.6271989116265147e-10,1,0,1,0,1,1
5954,3.101004359372422e-10,0,1,1,1,0,1
5955,2.046467901042772e-10,0,0,1,1,1,0
5955,8.074389721709862e-11,0,0,1,1,1,0
5956,3.884512792651994e-12,1,0,0,1,1,1
5958,1.2584650409071243e-10,0,1,1,0,0,1
5958,-3.894756492743362e-11,0,1,1,0,0,1
5958,-1.7847467648752727e-10,0,1,1,0,0,1
5959,-2.4896607422096084e-10,1,0,1,1,0,0
5961,-4.440204702500847e-11,0,1,1,0,1,1
5963,2.1996797959294935e-10,0,0,0,1,1,0
5963,2.44769669458305e-11,0,0,0,1,1,0
5965,2.1267881236379294e-10,1,0,0,0,0,1
5966,1.4728799387074122e-10,0,1,0,0,0,0
5967,2.1641764237689072e-10,0,0,1,0,0,0
5967,8.704404507811783e-11,0,0,1,0,0,0
5968,-7.065273702433055e-11,1,0,0,1,0,0
5969,-9.076945959099424e-11,1,1,0,0,1,0
5969,-1.731747252737047e-10,1,1,0,0,1,0
5970,-1.5236819684004263e-10,0,1,1,0,0,1
5971,-1.8037892005812272e-10,1,0,1,1,0,0
5972,-2.9314738940982677e-10,0,1,0,1,1,0
5973,-1.6271979168201995e-10,1,0,1,0,1,1
5976,3.1010053541808546e-10,0,1,1,1,0,1
5977,2.0464688958533225e-10,0,0,1,1,1,0
5977,8.07439966979419e-11,0,0,1,1,1,0
5978,3.884612273495276e-12,1,0,0,1,1,1
5980,1.2584660357155572e-10,0,1,1,0,0,1
5980,-3.8947465446590337e-11,0,1,1,0,0,1
5980,-1.7847457700668399e-10,0,1,1,0,0,1
5981,-2.4896597474011756e-10,1,0,1,1,0,0
5983,-4.440194754437695e-11,0,1,1,0,1,1
5985,2.1996807907379263e-10,0,0,0,1,1,0
5985,2.4477066426673782e-11,0,0,0,1,1,0
5987,2.1267891184463622e-10,1,0,0,0,0,1
5988,1.472880933515845e-10,0,1,0,0,0,0
5989,2.16417741857734e-10,0,0,1,0,0,0
5989,8.704414455917287e-11,0,0,1,0,0,0
5990,-7.065263754348727e-11,1,0,0,1,0,0
5991,-9.076936011015096e-11,1,1,0,0,1,0
5991,-1.7317462579286141e-10,1,1,0,0,1,0
5992,-1.523680973594111e-10,0,1,1,0,0,1
5993,-1.803788205774912e-10,1,0,1,1,0,0
5994,-2.9314728992877173e-10,0,1,0,1,1,0
5995,-1.6271969220117667e-10,1,0,1,0,1,1
5998,3.1010063489892874e-10,0,1,1,1,0,1
5999,2.0464698906617553e-10,0,0,1,1,1,0
5999,8.074409617878519e-11,0,0,1,1,1,0
6000,3.884711754338557e-12,1,0,0,1,1,1
6002,1.25846703052399e-10,0,1,1,0,0,1
6002,-3.8947365965958813e-11,0,1,1,0,0,1
6002,-1.7847447752605246e-10,0,1,1,0,0,1
6003,-2.4896587525948604e-10,1,0,1,1,0,0
6005,-4.440184806332191e-11,0,1,1,0,1,1
6007,2.199681785546359e-10,0,0,0,1,1,0
6007,2.4477165907517063e-11,0,0,0,1,1,0
6009,2.126790113254795e-10,1,0,0,0,0,1
6010,1.4728819283242779e-10,0,1,0,0,0,0
6011,2.1641784133878904e-10,0,0,1,0,0,0
6011,8.704424404001615e-11,0,0,1,0,0,0
6012,-7.065253806285575e-11,1,0,0,1,0,0
6013,-9.076926062951943e-11,1,1,0,0,1,0
6013,-1.731745263122299e-10,1,1,0,0,1,0
6014,-1.5236799787856783e-10,0,1,1,0,0,1
6015,-1.8037872109664792e-10,1,0,1,1,0,0
6016,-2.9314719044792844e-10,0,1,0,1,1,0
6017,-1.627195927203334e-10,1,0,1,0,1,1
6020,3.1010073437977203e-10,0,1,1,1,0,1
6021,2.0464708854701882e-10,0,0,1,1,1,0
6021,8.074419565962847e-11,0,0,1,1,1,0
6022,3.8848112349700804e-12,1,0,0,1,1,1
6024,1.2584680253303052e-10,0,1,1,0,0,1
6024,-3.894726648511553e-11,0,1,1,0,0,1
6024,-1.7847437804520918e-10,0,1,1,0,0,1
6025,-2.4896577577864276e-10,1,0,1,1,0,0
6027,-4.4401748582478626e-11,0,1,1,0,1,1
6029,2.199682780354792e-10,0,0,0,1,1,0
6029,2.4477265388360345e-11,0,0,0,1,1,0
6031,2.126791108063228e-10,1,0,0,0,0,1
6032,1.4728829231327107e-10,0,1,0,0,0,0
6033,2.1641794081942056e-10,0,0,1,0,0,0
6033,8.704434352064768e-11,0,0,1,0,0,0
6034,-7.065243858201247e-11,1,0,0,1,0,0
6035,-9.076916114867615e-11,1,1,0,0,1,0
6035,-1.7317442683117485e-10,1,1,0,0,1,0
6036,-1.5236789839772454e-10,0,1,1,0,0,1
6037,-1.8037862161580464e-10,1,0,1,1,0,0
6038,-2.9314709096708516e-10,0,1,0,1,1,0
6039,-1.6271949323927835e-10,1,0,1,0,1,1
6042,3.1010083386082707e-10,0,1,1,1,0,1
6043,2.0464718802765034e-10,0,0,1,1,1,0
6043,8.074429514047175e-11,0,0,1,1,1,0
6044,3.884910715813362e-12,1,0,0,1,1,1
6046,1.258469020138738e-10,0,1,1,0,0,1
6046,-3.894716700406049e-11,0,1,1,0,0,1
6046,-1.784742785643659e-10,0,1,1,0,0,1
6047,-2.489656762977995e-10,1,0,1,1,0,0
6049,-4.4401649101635344e-11,0,1,1,0,1,1
6051,2.1996837751632247e-10,0,0,0,1,1,0
6051,2.4477364868991868e-11,0,0,0,1,1,0
6053,2.126792102869543e-10,1,0,0,0,0,1
6054,1.472883917939026e-10,0,1,0,0,0,0
6055,2.1641804030026384e-10,0,0,1,0,0,0
6055,8.704444300149096e-11,0,0,1,0,0,0
6056,-7.065233910116919e-11,1,0,0,1,0,0
6057,-9.076906166762111e-11,1,1,0,0,1,0
6057,-1.7317432735033157e-10,1,1,0,0,1,0
6058,-1.5236779891688126e-10,0,1,1,0,0,1
6059,-1.8037852213496136e-10,1,0,1,1,0,0
6060,-2.9314699148645364e-10,0,1,0,1,1,0
6061,-1.6271939375864682e-10,1,0,1,0,1,1
6064,3.101009333414586e-10,0,1,1,1,0,1
6065,2.0464728750849362e-10,0,0,1,1,1,0
6065,8.074439462131503e-11,0,0,1,1,1,0
6066,3.8850101968684016e-12,1,0,0,1,1,1
6068,1.2584700149492884e-10,0,1,1,0,0,1
6068,-3.894706752321721e-11,0,1,1,0,0,1
6068,-1.7847417908352262e-10,0,1,1,0,0,1
6069,-2.4896557681674444e-10,1,0,1,1,0,0
6071,-4.440154962100382e-11,0,1,1,0,1,1
6073,2.19968476996954e-10,0,0,0,1,1,0
6073,2.447746434983515e-11,0,0,0,1,1,0
6075,2.1267930976800935e-10,1,0,0,0,0,1
6076,1.4728849127474587e-10,0,1,0,0,0,0
6077,2.1641813978110712e-10,0,0,1,0,0,0
6077,8.704454248233424e-11,0,0,1,0,0,0
6078,-7.065223962011415e-11,1,0,0,1,0,0
6079,-9.076896218677783e-11,1,1,0,0,1,0
6079,-1.731742278694883e-10,1,1,0,0,1,0
6080,-1.5236769943603798e-10,0,1,1,0,0,1
6081,-1.8037842265432983e-10,1,0,1,1,0,0
6082,-2.9314689200561036e-10,0,1,0,1,1,0
6083,-1.6271929427780354e-10,1,0,1,0,1,1
6086,3.1010103282230187e-10,0,1,1,1,0,1
6087,2.046473869893369e-10,0,0,1,1,1,0
6087,8.074449410215831e-11,0,0,1,1,1,0
6088,3.885109677711683e-12,1,0,0,1,1,1
6090,1.2584710097577212e-10,0,1,1,0,0,1
6090,-3.894696804237393e-11,0,1,1,0,0,1
6090,-1.7847407960267934e-10,0,1,1,0,0,1
6091,-2.489654773361129e-10,1,0,1,1,0,0
6093,-4.440145014016054e-11,0,1,1,0,1,1
6095,2.1996857647779728e-10,0,0,0,1,1,0
6095,2.447756383089019e-11,0,0,0,1,1,0
6097,2.1267940924885263e-10,1,0,0,0,0,1
6098,1.472885907558009e-10,0,1,0,0,0,0
6099,2.164182392619504e-10,0,0,1,0,0,0
6099,8.704464196317752e-11,0,0,1,0,0,0
6100,-7.065214013948262e-11,1,0,0,1,0,0
6101,-9.076886270614631e-11,1,1,0,0,1,0
6101,-1.7317412838885677e-10,1,1,0,0,1,0
6102,-1.523675999551947e-10,0,1,1,0,0,1
6103,-1.803783231732748e-10,1,0,1,1,0,0
6104,-2.931467925247671e-10,0,1,0,1,1,0
6105,-1.6271919479696026e-10,1,0,1,0,1,1
6108,3.1010113230314515e-10,0,1,1,1,0,1
6109,2.0464748647018018e-10,0,0,1,1,1,0
6109,8.074459358300159e-11,0,0,1,1,1,0
6110,3.885209158343206e-12,1,0,0,1,1,1
6112,1.2584720045640365e-10,0,1,1,0,0,1
6112,-3.8946868561742406e-11,0,1,1,0,0,1
6112,-1.7847398012183605e-10,0,1,1,0,0,1
6113,-2.4896537785526963e-10,1,0,1,1,0,0
6115,-4.440135065931726e-11,0,1,1,0,1,1
6117,2.1996867595864056e-10,0,0,0,1,1,0
6117,2.447766331173347e-11,0,0,0,1,1,0
6119,2.1267950872969591e-10,1,0,0,0,0,1
6120,1.472886902366442e-10,0,1,0,0,0,0
6121,2.1641833874258193e-10,0,0,1,0,0,0
6121,8.704474144380904e-11,0,0,1,0,0,0
6122,-7.065204065863934e-11,1,0,0,1,0,0
6123,-9.076876322530303e-11,1,1,0,0,1,0
6123,-1.7317402890801348e-10,1,1,0,0,1,0
6124,-1.5236750047435142e-10,0,1,1,0,0,1
6125,-1.803782236924315e-10,1,0,1,1,0,0
6126,-2.931466930439238e-10,0,1,0,1,1,0
6127,-1.6271909531611698e-10,1,0,1,0,1,1
6130,3.1010123178398843e-10,0,1,1,1,0,1
6131,2.0464758595102346e-10,0,0,1,1,1,0
6131,8.074469306363312e-11,0,0,1,1,1,0
6132,3.885308639186488e-12,1,0,0,1,1,1
6134,1.2584729993724693e-10,0,1,1,0,0,1
6134,-3.8946769080899124e-11,0,1,1,0,0,1
6134,-1.7847388064099277e-10,0,1,1,0,0,1
6135,-2.4896527837442635e-10,1,0,1,1,0,0
6137,-4.4401251178473977e-11,0,1,1,0,1,1
6139,2.1996877543948384e-10,0,0,0,1,1,0
6139,2.4477762792576752e-11,0,0,0,1,1,0
6141,2.1267960821032744e-10,1,0,0,0,0,1
6142,1.4728878971727572e-10,0,1,0,0,0,0
6143,2.164184382234252e-10,0,0,1,0,0,0
6143,8.704484092486408e-11,0,0,1,0,0,0
6144,-7.065194117779606e-11,1,0,0,1,0,0
6145,-9.076866374445974e-11,1,1,0,0,1,0
6145,-1.731739294271702e-10,1,1,0,0,1,0
6146,-1.5236740099350814e-10,0,1,1,0,0,1
6147,-1.8037812421158823e-10,1,0,1,1,0,0
6148,-2.9314659356329227e-10,0,1,0,1,1,0
6149,-1.6271899583548546e-10,1,0,1,0,1,1
6152,3.1010133126461996e-10,0,1,1,1,0,1
6153,2.0464768543186675e-10,0,0,1,1,1,0
6153,8.07447925444764e-11,0,0,1,1,1,0
6154,3.885408120029769e-12,1,0,0,1,1,1
6156,1.258473994180902e-10,0,1,1,0,0,1
6156,-3.894666960005584e-11,0,1,1,0,0,1
6156,-1.784737811601495e-10,0,1,1,0,0,1
6157,-2.4896517889358307e-10,1,0,1,1,0,0
6159,-4.4401151697630695e-11,0,1,1,0,1,1
6161,2.1996887492032712e-10,0,0,0,1,1,0
6161,2.4477862273208275e-11,0,0,0,1,1,0
6163,2.1267970769117072e-10,1,0,0,0,0,1
6164,1.47288889198119e-10,0,1,0,0,0,0
6165,2.1641853770448025e-10,0,0,1,0,0,0
6165,8.704494040570736e-11,0,0,1,0,0,0
6166,-7.065184169695278e-11,1,0,0,1,0,0
6167,-9.076856426361646e-11,1,1,0,0,1,0
6167,-1.7317382994632692e-10,1,1,0,0,1,0
6168,-1.5236730151287661e-10,0,1,1,0,0,1
6169,-1.803780247309567e-10,1,0,1,1,0,0
6170,-2.9314649408223723e-10,0,1,0,1,1,0
6171,-1.6271889635464218e-10,1,0,1,0,1,1
6174,3.1010143074546324e-10,0,1,1,1,0,1
6175,2.0464778491271003e-10,0,0,1,1,1,0
6175,8.074489202531968e-11,0,0,1,1,1,0
6176,3.885507600873051e-12,1,0,0,1,1,1
6178,1.258474988989335e-10,0,1,1,0,0,1
6178,-3.894657011921256e-11,0,1,1,0,0,1
6178,-1.7847368167951797e-10,0,1,1,0,0,1
6179,-2.4896507941295155e-10,1,0,1,1,0,0
6181,-4.4401052216787414e-11,0,1,1,0,1,1
6183,2.199689744011704e-10,0,0,0,1,1,0
6183,2.4477961754051557e-11,0,0,0,1,1,0
6185,2.12679807172014e-10,1,0,0,0,0,1
6186,1.4728898867896228e-10,0,1,0,0,0,0
6187,2.1641863718532353e-10,0,0,1,0,0,0
6187,8.704503988655065e-11,0,0,1,0,0,0
6188,-7.06517422161095e-11,1,0,0,1,0,0
6189,-9.076846478298494e-11,1,1,0,0,1,0
6189,-1.7317373046548364e-10,1,1,0,0,1,0
6190,-1.5236720203203333e-10,0,1,1,0,0,1
6191,-1.8037792525011343e-10,1,0,1,1,0,0
6192,-2.9314639460139395e-10,0,1,0,1,1,0
6193,-1.6271879687358714e-10,1,0,1,0,1,1
6196,3.101015302265183e-10,0,1,1,1,0,1
6197,2.046478843935533e-10,0,0,1,1,1,0
6197,8.074499150616296e-11,0,0,1,1,1,0
6198,3.885607081504574e-12,1,0,0,1,1,1
6200,1.2584759837956501e-10,0,1,1,0,0,1
6200,-3.894647063858104e-11,0,1,1,0,0,1
6200,-1.784735821986747e-10,0,1,1,0,0,1
6201,-2.4896497993210826e-10,1,0,1,1,0,0
6203,-4.440095273594413e-11,0,1,1,0,1,1
6205,2.1996907388201368e-10,0,0,0,1,1,0
6205,2.4478061234894838e-11,0,0,0,1,1,0
6207,2.1267990665285728e-10,1,0,0,0,0,1
6208,1.4728908815980556e-10,0,1,0,0,0,0
6209,2.1641873666595505e-10,0,0,1,0,0,0
6209,8.704513936718217e-11,0,0,1,0,0,0
6210,-7.065164273547797e-11,1,0,0,1,0,0
6211,-9.076836530214166e-11,1,1,0,0,1,0
6211,-1.7317363098464036e-10,1,1,0,0,1,0
6212,-1.5236710255119005e-10,0,1,1,0,0,1
6213,-1.8037782576927014e-10,1,0,1,1,0,0
6214,-2.9314629512055067e-10,0,1,0,1,1,0
6215,-1.6271869739274385e-10,1,0,1,0,1,1
6218,3.1010162970736156e-10,0,1,1,1,0,1
6219,2.0464798387418483e-10,0,0,1,1,1,0
6219,8.074509098700624e-11,0,0,1,1,1,0
6220,3.8857065625596136e-12,1,0,0,1,1,1
6222,1.2584769786062005e-10,0,1,1,0,0,1
6222,-3.8946371157526e-11,0,1,1,0,0,1
6222,-1.784734827178314e-10,0,1,1,0,0,1
6223,-2.48964880451265e-10,1,0,1,1,0,0
6225,-4.440085325510085e-11,0,1,1,0,1,1
6227,2.1996917336285697e-10,0,0,0,1,1,0
6227,2.447816071573812e-11,0,0,0,1,1,0
6229,2.1268000613370056e-10,1,0,0,0,0,1
6230,1.4728918764043709e-10,0,1,0,0,0,0
6231,2.1641883614679834e-10,0,0,1,0,0,0
6231,8.704523884802545e-11,0,0,1,0,0,0
6232,-7.065154325442294e-11,1,0,0,1,0,0
6233,-9.076826582108662e-11,1,1,0,0,1,0
6233,-1.7317353150379708e-10,1,1,0,0,1,0
6234,-1.52367003070135e-10,0,1,1,0,0,1
6235,-1.8037772628842686e-10,1,0,1,1,0,0
6236,-2.931461956397074e-10,0,1,0,1,1,0
6237,-1.6271859791211233e-10,1,0,1,0,1,1
6240,3.101017291879931e-10,0,1,1,1,0,1
6241,2.0464808335502811e-10,0,0,1,1,1,0
6241,8.074519046784952e-11,0,0,1,1,1,0
6242,3.885806043402895e-12,1,0,0,1,1,1
6244,1.2584779734146333e-10,0,1,1,0,0,1
6244,-3.894627167668272e-11,0,1,1,0,0,1
6244,-1.7847338323677637e-10,0,1,1,0,0,1
6245,-2.4896478097020994e-10,1,0,1,1,0,0
6247,-4.440075377446933e-11,0,1,1,0,1,1
6249,2.199692728434885e-10,0,0,0,1,1,0
6249,2.4478260196369643e-11,0,0,0,1,1,0
6251,2.1268010561454384e-10,1,0,0,0,0,1
6252,1.4728928712149212e-10,0,1,0,0,0,0
6253,2.1641893562764162e-10,0,0,1,0,0,0
6253,8.704533832886873e-11,0,0,1,0,0,0
6254,-7.065144377357965e-11,1,0,0,1,0,0
6255,-9.076816634024334e-11,1,1,0,0,1,0
6255,-1.731734320229538e-10,1,1,0,0,1,0
6256,-1.523669035895035e-10,0,1,1,0,0,1
6257,-1.8037762680779534e-10,1,0,1,1,0,0
6258,-2.9314609615907586e-10,0,1,0,1,1,0
6259,-1.6271849843126905e-10,1,0,1,0,1,1
6262,3.1010182866883636e-10,0,1,1,1,0,1
6263,2.046481828358714e-10,0,0,1,1,1,0
6263,8.07452899486928e-11,0,0,1,1,1,0
6264,3.8859055242461765e-12,1,0,0,1,1,1
6266,1.2584789682230662e-10,0,1,1,0,0,1
6266,-3.8946172195839436e-11,0,1,1,0,0,1
6266,-1.7847328375614484e-10,0,1,1,0,0,1
6267,-2.489646814895784e-10,1,0,1,1,0,0
6269,-4.4400654293626046e-11,0,1,1,0,1,1
6271,2.1996937232433177e-10,0,0,0,1,1,0
6271,2.4478359677424683e-11,0,0,0,1,1,0
6273,2.1268020509538713e-10,1,0,0,0,0,1
6274,1.472893866023354e-10,0,1,0,0,0,0
6275,2.164190351084849e-10,0,0,1,0,0,0
6275,8.704543780971201e-11,0,0,1,0,0,0
6276,-7.065134429273637e-11,1,0,0,1,0,0
6277,-9.076806685961181e-11,1,1,0,0,1,0
6277,-1.7317333254232227e-10,1,1,0,0,1,0
6278,-1.523668041086602e-10,0,1,1,0,0,1
6279,-1.803775273267403e-10,1,0,1,1,0,0
6280,-2.931459966782326e-10,0,1,0,1,1,0
6281,-1.6271839895042577e-10,1,0,1,0,1,1
6284,3.1010192814967965e-10,0,1,1,1,0,1
6285,2.0464828231692643e-10,0,0,1,1,1,0
6285,8.074538942953609e-11,0,0,1,1,1,0
6286,3.886005005089458e-12,1,0,0,1,1,1
6288,1.2584799630293814e-10,0,1,1,0,0,1
6288,-3.894607271520791e-11,0,1,1,0,0,1
6288,-1.7847318427530156e-10,0,1,1,0,0,1
6289,-2.4896458200873514e-10,1,0,1,1,0,0
6291,-4.4400554812782765e-11,0,1,1,0,1,1
6293,2.1996947180517505e-10,0,0,0,1,1,0
6293,2.4478459158267964e-11,0,0,0,1,1,0
6295,2.126803045762304e-10,1,0,0,0,0,1
6296,1.472894860831787e-10,0,1,0,0,0,0
6297,2.1641913458911642e-10,0,0,1,0,0,0
6297,8.704553729034354e-11,0,0,1,0,0,0
6298,-7.065124481210485e-11,1,0,0,1,0,0
6299,-9.076796737876853e-11,1,1,0,0,1,0
