Sample_Size,Time_LS,Time_LASSO,Time_SBL
100,0.012161033228039742,0.15243983346348008,167.551547566584
200,0.010905866666386524,0.09968299977481365,202.83946379988143
300,0.007912799715995789,0.0958961999664704,242.09240496655306
400,0.009661833134790262,0.1372496667318046,270.9858594333443
500,0.008855100100239119,0.24528793338686228,260.8449370333304
