RJ_ps,Error_SBL,Error_SBL_Only,Error_LASSO,Error_LS
0.5,0.1996746063232422,0.1638479232788086,0.3762350082397461,14.456342697143555
1.0,0.6929340362548828,0.4853401184082031,0.35521984100341797,14.431409478187561
2.0,1.2573795318603516,0.8539009094238281,0.3070564270019531,14.369718194007874
3.0,2.8022212982177734,1.4942626953125,0.2635793685913086,14.306722164154053
4.0,4.16596794128418,2.3571624755859375,0.2185192108154297,14.20300030708313
5.0,5.823709487915039,3.07080078125,0.1670856475830078,14.122580409049988
