TIE_Seconds,TIE_Picoseconds,Bit,Edge_Index,Bit_Prev_1,Bit_Prev_2,Bit_Prev_3,Bit_Prev_4,Bit_Prev_5,Bit_Prev_6,Bit_Prev_7,Bit_Prev_8,Bit_Prev_9,Bit_Prev_10
1.247557e-12,1.247557e+00,0,1,1,1,1,1,1,1,1,1,1,1
5.565286e-13,5.565286e-01,1,2,0,1,1,1,1,1,1,1,1,1
1.473049e-12,1.473049e+00,0,3,1,0,1,1,1,1,1,1,1,1
3.574467e-12,3.574467e+00,1,5,0,0,1,0,1,1,1,1,1,1
-2.928526e-12,-2.928526e+00,0,9,1,1,1,1,0,0,1,0,1,1
-3.101207e-13,-3.101207e-01,1,10,0,1,1,1,1,0,0,1,0,1
-2.905913e-12,-2.905913e+00,0,11,1,0,1,1,1,1,0,0,1,0
-1.236443e-12,-1.236443e+00,1,12,0,1,0,1,1,1,1,0,0,1
-8.341643e-13,-8.341643e-01,0,14,1,1,0,1,0,1,1,1,1,0
-1.523628e-12,-1.523628e+00,1,15,0,1,1,0,1,0,1,1,1,1
-2.159051e-12,-2.159051e+00,0,17,1,1,0,1,1,0,1,0,1,1
2.947237e-12,2.947237e+00,1,19,0,0,1,1,0,1,1,0,1,0
1.106015e-12,1.106015e+00,0,20,1,0,0,1,1,0,1,1,0,1
-1.342753e-12,-1.342753e+00,1,22,0,0,1,0,0,1,1,0,1,1
2.590434e-13,2.590434e-01,0,23,1,0,0,1,0,0,1,1,0,1
-1.232693e-12,-1.232693e+00,1,28,0,0,0,0,0,1,0,0,1,0
-7.916636e-13,-7.916636e-01,0,29,1,0,0,0,0,0,1,0,0,1
3.982004e-15,3.982004e-03,1,38,0,0,0,0,0,0,0,0,0,1
-1.893724e-12,-1.893724e+00,0,39,1,0,0,0,0,0,0,0,0,0
-9.565699e-13,-9.565699e-01,1,41,0,0,1,0,0,0,0,0,0,0
3.630866e-12,3.630866e+00,0,45,1,1,1,1,0,0,1,0,0,0
4.127379e-12,4.127379e+00,1,48,0,0,0,1,1,1,1,0,0,1
3.043680e-12,3.043680e+00,0,49,1,0,0,0,1,1,1,1,0,0
-1.709527e-12,-1.709527e+00,1,51,0,0,1,0,0,0,1,1,1,1
-5.657816e-13,-5.657816e-01,0,57,1,1,1,1,1,1,0,0,1,0
-5.575108e-13,-5.575108e-01,1,61,0,0,0,0,1,1,1,1,1,1
-7.923844e-14,-7.923844e-02,0,62,1,0,0,0,0,1,1,1,1,1
1.452996e-13,1.452996e-01,1,63,0,1,0,0,0,0,1,1,1,1
-3.211533e-12,-3.211533e+00,0,64,1,0,1,0,0,0,0,1,1,1
3.310418e-12,3.310418e+00,1,65,0,1,0,1,0,0,0,0,1,1
-2.557125e-12,-2.557125e+00,0,68,1,1,1,0,1,0,1,0,0,0
1.099706e-12,1.099706e+00,1,70,0,0,1,1,1,0,1,0,1,0
-1.521895e-12,-1.521895e+00,0,72,1,1,0,0,1,1,1,0,1,0
-4.666486e-13,-4.666486e-01,1,74,0,0,1,1,0,0,1,1,1,0
1.335843e-13,1.335843e-01,0,75,1,0,0,1,1,0,0,1,1,1
2.757960e-12,2.757960e+00,1,78,0,0,0,1,0,0,1,1,0,0
6.328747e-14,6.328747e-02,0,79,1,0,0,0,1,0,0,1,1,0
5.781140e-12,5.781140e+00,1,82,0,0,0,1,0,0,0,1,0,0
-1.743625e-13,-1.743625e-01,0,83,1,0,0,0,1,0,0,0,1,0
-4.421393e-13,-4.421393e-01,1,88,0,0,0,0,0,1,0,0,0,1
-3.498589e-12,-3.498589e+00,0,89,1,0,0,0,0,0,1,0,0,0
2.470571e-12,2.470571e+00,1,91,0,0,1,0,0,0,0,0,1,0
3.042739e-12,3.042739e+00,0,93,1,1,0,0,1,0,0,0,0,0
2.606508e-12,2.606508e+00,1,94,0,1,1,0,0,1,0,0,0,0
2.395078e-12,2.395078e+00,0,101,1,1,1,1,1,1,1,0,1,1
-1.335892e-12,-1.335892e+00,1,102,0,1,1,1,1,1,1,1,0,1
-8.713021e-13,-8.713021e-01,0,106,1,1,1,1,0,1,1,1,1,1
2.715845e-12,2.715845e+00,1,108,0,0,1,1,1,1,0,1,1,1
1.369523e-12,1.369523e+00,0,110,1,1,0,0,1,1,1,1,0,1
2.580841e-13,2.580841e-01,1,111,0,1,1,0,0,1,1,1,1,0
-6.482816e-13,-6.482816e-01,0,116,1,1,1,1,1,0,1,1,0,0
